# NAME  X-LENGTH    Y-HEIGHT    Z-WIDTH
Box_1_1, 33.5, 33.5, 42
Box_1_2, 33.5, 33.5, 42
Box_1_3, 33.5, 33.5, 42
Box_1_4, 33.5, 33.5, 42
Box_2_1, 33.5, 33.5, 42
Box_2_2, 33.5, 33.5, 42
Box_2_3, 33.5, 33.5, 42
Box_2_4, 33.5, 33.5, 42
Tall_1, 33.5, 33.5, 42
Tall_2, 33.5, 33.5, 42
Tall_3, 33.5, 33.5, 42
Tall_4, 33.5, 33.5, 42
AboveKl, 150, 40, 42
AboveSl, 42, 33.5, 42
AboveCm, 42, 50, 42
Floor, 150, 75, 50
